,nom,numPmu,age,sexe,race,statut,oeilleres,proprietaire,entraineur,deferre,driver,driverChange,robe,indicateurInedit,musique,nombreCourses,nombreVictoires,nombrePlaces,gainsParticipant,nomPere,nomMere,ordreArrivee,jumentPleine,engagement,supplement,handicapDistance,handicapPoids,poidsConditionMonteChange,tempsObtenu,reductionKilometrique,allure,course_id,participant_id,incident,placeCorde,urlCasaque,ecurie,tauxReclamation,nomPereMere,poidsConditionMonte,distanceChevalPrecedent,eleveur
1284,A SPEEDY BOY,9,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,STAJ EUROKOBERCE S.R.O.,A.J.M. LOMAN,DEFERRE_ANTERIEURS,A. BAKKER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,6a0a2a2a0a,0,0,0,"{'gainsCarriere': 658200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Ekir de leau,Melodie charmante,1,False,False,0,2100,0,False,162700,77500,TROT,101,1284,0,9.0,0,0,0.0,0,0.0,0,0
1285,VINO LE BLANC,10,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME S. LOMAN-DIJKSTRA,C.H. LOMAN,DEFERRE_POSTERIEURS,C. LOMAN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a1a4a0a,0,0,0,"{'gainsCarriere': 860800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Milord du chene,Miss du chene,0,False,False,0,2100,0,False,0,0,TROT,101,1285,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,10.0,0,0,0.0,0,0.0,0,0
1286,VICK LUCAXELO,11,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,B. DE JONG,P. RUTTING,0,R. SLIJFER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a0a0a,0,0,0,"{'gainsCarriere': 866000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,8,False,False,0,2100,0,False,167100,79600,TROT,101,1286,0,11.0,0,0,0.0,0,0.0,0,0
1287,VIDOCQ DE GRAVELLE,12,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J. BAUWENS,MME L. LAST,0,N. D'HAENENS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a4a0a0a,0,0,0,"{'gainsCarriere': 890600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Laetenter diem,Karioca,0,False,False,0,2100,0,False,0,0,TROT,101,1287,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,12.0,0,0,0.0,0,0.0,0,0
1288,VENT DE LOUPILAU,13,6,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,R.P.H.M. HALMANS,D.P. TESSELAAR,DEFERRE_ANTERIEURS_POSTERIEURS,D.P. TESSELAAR,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a0a4a0a0a,0,0,0,"{'gainsCarriere': 921700, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Nuage de lait,Not too bad,2,False,False,0,2100,0,False,162800,77500,TROT,101,1288,0,13.0,0,0,0.0,0,0.0,0,0
1289,ALENO JOSSELYN,14,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,ENTRAINEMENT VAN DOOYEWEERD B.V.,J.F. VAN DOOYEWEERD,0,J. VAN DOOYEWEERD,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a0a0a0a,0,0,0,"{'gainsCarriere': 1199000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Otello pierji,Ohina josselyn,4,False,False,0,2100,0,False,165100,78600,TROT,101,1289,0,14.0,0,0,0.0,0,0.0,0,0
1290,UTOPISTE DU MANOIR,15,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,STAL ROXBURGH,G. DE JONG,0,G. DE JONG,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a0a0a,0,0,0,"{'gainsCarriere': 1229500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,101,1290,ARRETE,15.0,0,0,0.0,0,0.0,0,0
1291,UNAFRAID,16,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME W. PERON,MME W. PERON,0,G. LOIX,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a0a0a0a,0,0,0,"{'gainsCarriere': 1707700, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Quick de la loge,Nita royale,6,False,False,0,2100,0,False,165500,78800,TROT,101,1291,0,16.0,0,0,0.0,0,0.0,0,0
1292,BOOSTER DU TRIANON,1,4,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,FLOATING STORAGE CO BV,S. SCHOONHOVEN,0,S. SCHOONHOVEN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a,0,0,0,"{'gainsCarriere': 0, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Rieussec,Nina du trianon,3,False,False,0,2100,0,False,165400,78800,TROT,102,1292,0,1.0,0,0,0.0,0,0.0,0,0
1293,ELOISE SCOTT,2,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME C.M. SCHOTTE-V.D. BLINK,D.P. TESSELAAR,DEFERRE_POSTERIEURS,D.P. TESSELAAR,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,Da,0,0,0,"{'gainsCarriere': 0, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,1,False,False,0,2100,0,False,164600,78400,TROT,102,1293,0,2.0,0,0,0.0,0,0.0,0,0
1294,EARLY RICARDO,3,4,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,STAL RICARDO,A.W. BOSSCHA,0,J. DE LEEUW,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a,0,0,0,"{'gainsCarriere': 0, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,6,False,False,0,2100,0,False,166800,79400,TROT,102,1294,0,3.0,0,0,0.0,0,0.0,0,0
1295,VALSE DE STAR,4,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME E. RUIJGROK,A.J. MOLLEMA,0,A. BAKKER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a,0,0,0,"{'gainsCarriere': 0, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,2,False,False,0,2100,0,False,164600,78400,TROT,102,1295,0,4.0,0,0,0.0,0,0.0,0,0
1296,ENZO NEWPORT,5,4,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,P.S. TER BORGH,J.D. TER BORGH,0,J. TER BORGH,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a4a0a,0,0,0,"{'gainsCarriere': 7500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,102,1296,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,5.0,0,0,0.0,0,0.0,0,0
1297,ELIZE OF MOMENTS,6,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J. BAAS,J. BAAS,0,J. BAAS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a,0,0,0,"{'gainsCarriere': 10000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,102,1297,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,6.0,0,0,0.0,0,0.0,0,0
1298,ELROY BOKO,7,4,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,BEHEERSMIJ. UNE DE MAI BV,D.P. TESSELAAR,DEFERRE_ANTERIEURS_POSTERIEURS,M. KORSMAN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a0a0a2a,0,0,0,"{'gainsCarriere': 10000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,5,False,False,0,2100,0,False,165800,79000,TROT,102,1298,0,7.0,0,0,0.0,0,0.0,0,0
1299,EXIGENT MEADOW,8,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,H. HOVEN,MME R.C.M. JANSSEN,DEFERRE_ANTERIEURS,MLLE R. JANSSEN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,4a,0,0,0,"{'gainsCarriere': 11000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,102,1299,ARRETE,8.0,0,0,0.0,0,0.0,0,0
1300,SAUSEMAUS,9,5,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,GESTÜT OESTERDIEKEN,I. MÜLLER,0,R. BAKKER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,6a0a0a,0,0,0,"{'gainsCarriere': 15000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,102,1300,ARRETE,9.0,0,0,0.0,0,0.0,0,0
1301,ESTELLAKINGSDEEP,10,4,FEMELLES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,MAATSCHAP VAN DER LET,J.C. BOT,0,J. WESTENBRINK,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a3a0a5a0a,0,0,0,"{'gainsCarriere': 23500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,102,1301,NON_PARTANT,10.0,0,0,0.0,0,0.0,0,0
1302,EVITA EVER LOVE,11,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,BLIJHAM ONROEREND GOED BV,M. HAUBER,0,R.L. POOLS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,4a0a,0,0,0,"{'gainsCarriere': 30000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,7,False,False,0,2100,0,False,167500,79800,TROT,102,1302,0,11.0,0,0,0.0,0,0.0,0,0
1303,DEKSELS UT GROU,12,5,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.N. NIENHUIS,J. POOL,0,J. POOL,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,4a0a0a0a,0,0,0,"{'gainsCarriere': 30000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,8,False,False,0,2100,0,False,170600,81200,TROT,102,1303,0,12.0,0,0,0.0,0,0.0,0,0
1304,DIESEL HOLLANDIA,13,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,STAL HOLLANDIA,W.M.J. BROUWER,0,D. BROUWER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,5a0a0a3a0a,0,0,0,"{'gainsCarriere': 37000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,102,1304,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,13.0,0,0,0.0,0,0.0,0,0
1305,VELTEN SECRETARIAT,14,5,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME S. VELTEN,J.W.M. ENGWERDA,DEFERRE_ANTERIEURS_POSTERIEURS,R. EBBINGE,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a0a0a0a,0,0,0,"{'gainsCarriere': 55000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,4,False,False,0,2100,0,False,165500,78800,TROT,102,1305,0,14.0,0,0,0.0,0,0.0,0,0
1306,PIETRO LOMBARDI,15,4,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,R. BOT,R. BOT,0,R. BOT,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a4a0a0a,0,0,0,"{'gainsCarriere': 57500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,102,1306,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,15.0,0,0,0.0,0,0.0,0,0
1307,VINICIO,1,6,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,DRAGON TROTTERS BV,A. POSTHUMUS,DEFERRE_POSTERIEURS,N. D'HAENENS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a6a3a1a4a,0,0,0,"{'gainsCarriere': 2169500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,8,False,False,0,2600,0,False,205200,78900,TROT,103,1307,0,1.0,0,0,0.0,0,0.0,0,0
1308,AS DES JACQUETS,2,5,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,STALL CORTINA,R. BOT,0,R. BOT,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a1a1a1a2a,0,0,0,"{'gainsCarriere': 2195700, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,1,False,False,0,2600,0,False,202300,77800,TROT,103,1308,0,2.0,0,0,0.0,0,0.0,0,0
1309,VALET D'AS,3,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,A. DE VRIES,A. POSTHUMUS,0,R.L. POOLS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a0a2a0aDa,0,0,0,"{'gainsCarriere': 2501700, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,3,False,False,0,2600,0,False,203000,78100,TROT,103,1309,0,3.0,0,0,0.0,0,0.0,0,0
1310,UNIVERS BLEU,4,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,VAN BRUGGEN STABLES,S. SCHOONHOVEN,0,S. SCHOONHOVEN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,DaDa4a4a0a,0,0,0,"{'gainsCarriere': 3355000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,5,False,False,0,2600,0,False,203600,78300,TROT,103,1310,0,4.0,0,0,0.0,0,0.0,0,0
1311,URAGAMI,5,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,L.J.A. BLANCQUAERT,H. HAMMING,0,N. JONGEJANS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,6a0a0a0a4a,0,0,0,"{'gainsCarriere': 3496500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,2,False,False,0,2600,0,False,202700,78000,TROT,103,1311,0,5.0,0,0,0.0,0,0.0,0,0
1312,TABIN DU PRE,6,8,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,ECURIE OLMENHOF,R. WESTER,0,R. WESTER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a5a0aDa,0,0,0,"{'gainsCarriere': 4077500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Orlando vici,Nounou el major,7,False,False,0,2600,0,False,204600,78700,TROT,103,1312,0,6.0,0,0,0.0,0,0.0,0,0
1313,VASCO D'HARCHIES,7,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,L. VANMEERT,L. VANMEERT,0,G. LOIX,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a4a0a4a,0,0,0,"{'gainsCarriere': 4821400, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Echo,Kaline d'harchies,11,False,False,0,2600,0,False,208900,80300,TROT,103,1313,0,7.0,0,0,0.0,0,0.0,0,0
1314,TROT MAJYC,8,8,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,G. NOLLET,M. GRISEZ,0,J. DE LEEUW,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a3a0a0a,0,0,0,"{'gainsCarriere': 4827000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Niky,Nuance doree,9,False,False,0,2600,0,False,205600,79100,TROT,103,1314,0,8.0,0,0,0.0,0,0.0,0,0
1315,TOPAZE LITTORAL,9,8,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,J.H. JANSSEN,A.J. MOLLEMA,0,R. BAKKER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a6a2a3a,0,0,0,"{'gainsCarriere': 4944600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2600,0,False,0,0,TROT,103,1315,DISQUALIFIE_POTEAU_GALOP,9.0,0,0,0.0,0,0.0,0,0
1316,TINTIN RENKA,10,8,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,P.P. DAVIDSON,J.W.M. ENGWERDA,0,R. EBBINGE,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,3a4a2a3a2a,0,0,0,"{'gainsCarriere': 5157000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,4,False,False,0,2600,0,False,203600,78300,TROT,103,1316,0,10.0,0,0,0.0,0,0.0,0,0
1317,QUEMOS,11,11,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,F.P.M. BAKKER,C. HETTELING,0,D. MINNEMA,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,5a0a0a0a0a,0,0,0,"{'gainsCarriere': 6473300, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,10,False,False,0,2600,0,False,205700,79100,TROT,103,1317,0,11.0,0,0,0.0,0,0.0,0,0
1318,URETZIO,12,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,L. VERPOORTEN,L. VERPOORTEN,0,E. VAN CAPELLEN,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a1a0a0a0a,0,0,0,"{'gainsCarriere': 6769000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,6,False,False,0,2600,0,False,204500,78700,TROT,103,1318,0,12.0,0,0,0.0,0,0.0,0,0
1319,DACEY BOKO,1,5,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,NETL RACING,B.J. CREBAS,0,A. KELM,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a1a0a3a0a,0,0,0,"{'gainsCarriere': 3671600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,3,False,False,0,2100,0,False,159400,75900,TROT,104,1319,0,1.0,0,0,0.0,0,0.0,0,0
1320,ACTION TRANSS R,2,8,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,HODIJ COATINGS B.V.,C.F. KAMMINGA,DEFERRE_ANTERIEURS_POSTERIEURS,J. MIERAS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,4a4a0a1a1a,0,0,0,"{'gainsCarriere': 3704500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,8,False,False,0,2100,0,False,161800,77000,TROT,104,1320,0,2.0,0,0,0.0,0,0.0,0,0
1321,DEX BEUCKENSWIJK,3,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,K. SCHILSTRA,J.W.M. ENGWERDA,DEFERRE_ANTERIEURS_POSTERIEURS,R. EBBINGE,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a2a5a,0,0,0,"{'gainsCarriere': 2020700, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,104,1321,DISQUALIFIE_POTEAU_GALOP,3.0,0,0,0.0,0,0.0,0,0
1322,CRIZZLY BEAR,4,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME L. HOOGEVEEN,J.C. BOT,0,R. BOT,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a2a1a2a0a,0,0,0,"{'gainsCarriere': 3769300, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,2,False,False,0,2100,0,False,159400,75900,TROT,104,1322,0,4.0,0,0,0.0,0,0.0,0,0
1323,BARESI TOSCANA,5,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,M.A.M. WILLEMSEN,C.F. KAMMINGA,DEFERRE_POSTERIEURS,C.F. KAMMINGA,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a2a4a1a3a,0,0,0,"{'gainsCarriere': 3782500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Gazouillis,Navette,5,False,False,0,2100,0,False,159700,76000,TROT,104,1323,0,5.0,0,0,0.0,0,0.0,0,0
1324,QUARTER SESSION,6,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,A.J. MOLLEMA,A.J. MOLLEMA,DEFERRE_ANTERIEURS_POSTERIEURS,N. D'HAENENS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,4a1a2a2a,0,0,0,"{'gainsCarriere': 3956800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,2100,0,False,0,0,TROT,104,1324,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,6.0,0,0,0.0,0,0.0,0,0
1325,SECRET BOY,7,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,STALL DREINGAU DF,A.W. BOSSCHA,0,R.L. POOLS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,1a6a3a5a0a,0,0,0,"{'gainsCarriere': 4558200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Fripon rose,Estocade du vast,4,False,False,0,2100,0,False,159500,76000,TROT,104,1325,0,7.0,0,0,0.0,0,0.0,0,0
1326,ZAHIER CHARISMA,8,9,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME C. KRIJNEN,B.J. CREBAS,0,B.J. CREBAS,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a0a5a0a0a,0,0,0,"{'gainsCarriere': 4738000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,6,False,False,0,2100,0,False,159800,76100,TROT,104,1326,0,8.0,0,0,0.0,0,0.0,0,0
1327,BAS J,9,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,G. JETTEN,G. JETTEN,0,F. VAN DER BLONK,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,5a3a4a3a3a,0,0,0,"{'gainsCarriere': 5199600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Milord du chene,Miss du chene,1,False,False,0,2100,0,False,159200,75800,TROT,104,1327,0,9.0,0,0,0.0,0,0.0,0,0
1328,BRONSVLINDER,10,7,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,MME S.J. HUIZINGA,A.J. MOLLEMA,DEFERRE_POSTERIEURS,A. BAKKER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,0a1a4a5a0a,0,0,0,"{'gainsCarriere': 5824100, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Kesaco phedo,Modescalys,7,False,False,0,2100,0,False,159900,76100,TROT,104,1328,0,10.0,0,0,0.0,0,0.0,0,0
